Symulacja
Labirynt:;labirynt 20x20.txt;Ilosc iteracji:;1000
hamsters;hamsters;gerbils;gerbils;mousedeer;mousedeer;mice;mice;rats;rats;
-3;-101;-42;-307;-26;-54;19;-17;-78;-53;
15;-1;0;-129;-15;-135;-124;2;-143;-3;
-134;-6;-90;-58;-252;-73;-78;-61;-96;-80;
-20;-19;-157;-334;1;-421;-28;-65;-152;84;
-147;-84;-135;-618;154;-83;-78;34;-146;-115;
64;-64;-543;-24;-127;-186;1;-27;65;-122;
8;138;-613;-346;-29;1;-98;139;-0;158;
-134;-41;-44;-136;176;-293;217;-76;75;-4;
94;-19;-18;-54;-53;-68;-34;-5;130;148;
22;-79;20;-121;-271;-483;-7;30;188;-34;
89;108;-32;-43;3;-10;166;-26;-95;-31;
-766;-4;-236;-32;-566;37;-16;271;-100;162;
-26;-2;-588;-41;-43;-35;69;-623;173;47;
-66;-227;-243;-40;-397;520;2;486;45;83;
63;180;-62;-147;-45;-171;-43;-136;-29;-106;
-23;-139;-31;-138;-34;-379;21;-22;-112;69;
21;9;-5;-94;242;-37;-63;-231;38;-98;
-61;-6;-105;-26;896;-83;-14;74;-13;-15;
-40;-42;-138;-104;-103;-0;-12;-62;368;-113;
-13;-57;-181;-168;68;322;-8;99;31;66;
-4;-10;-303;-40;8;-7;109;4;-37;-127;
360;-2;-25;-22;6;-16;-190;251;-6;-24;
-55;40;-77;-61;453;837;116;-11;1;124;
-36;-48;-14;-35;-747;-371;-71;38;-0;-2;
85;-16;-15;-91;0;-277;-66;87;-32;-57;
191;-169;-154;-157;-257;1;-24;-5;-107;-17;
-29;104;2;-15;-293;0;31;274;80;-195;
14;22;-20;2;300;-35;-3;-6;-22;-140;
-98;9;-46;-18;15;-43;16;19;-36;-17;
-142;-174;6;-196;-10;-396;45;-88;-391;-126;
225;-66;-23;-497;-124;-22;25;-31;-7;-6;
-1;-103;-36;-53;-479;-147;63;-54;-167;-126;
118;-14;-362;-361;-39;0;-90;-85;114;-88;
26;87;-665;-18;-107;0;146;-0;73;4;
-62;26;27;-53;-32;-30;88;-59;-186;497;
-85;-6;-9;-334;-46;118;-136;11;-56;-55;
199;-233;-232;43;-41;-242;13;2;-4;-0;
-39;-62;-397;-11;-32;-150;645;-64;-34;-1;
1;2;-0;0;10;46;11;0;47;-12;
-12;-225;-14;-92;0;-21;293;-256;99;48;
112;-124;-34;-2;-199;-203;-29;-33;-12;-8;
-6;165;-111;-233;-4;48;59;1;53;-27;
-57;-290;-621;-309;56;-627;15;46;-52;-37;
-7;66;-85;-24;-1;-12;184;-43;-390;-18;
-88;-8;-76;-75;-131;-73;48;46;-34;-33;
-156;-282;-183;-60;-203;-44;-28;-43;-15;-41;
-27;151;-207;-92;105;-208;-44;101;-133;78;
8;-51;-0;-574;-389;-209;-9;-22;-25;-98;
31;-9;-136;-90;-143;-73;-132;106;-89;48;
-4;-128;-36;-127;188;-83;30;100;-61;-96;
53;-58;-49;-57;-10;-104;-164;-62;-232;-9;
37;-232;-46;-26;-29;-57;-25;41;83;-53;
189;400;-105;-101;28;-82;-18;-21;24;-169;
86;-148;-111;-12;-76;-497;-10;-147;-92;19;
-4;0;-189;-43;-19;-68;-67;-0;-21;-8;
4;195;-4;-262;-168;-60;123;0;67;-259;
116;-177;-71;-289;-288;445;12;31;3;10;
-150;-160;-26;-30;-78;-3;-29;89;205;-92;
11;-55;-98;-332;-92;-25;-23;160;-229;6;
-25;-11;-810;-24;-320;-69;-82;-23;31;-307;
-16;59;-77;43;11;-42;-7;-4;-83;-80;
-221;52;-88;31;32;-24;-194;50;-4;21;
57;-63;-14;-495;-41;-76;61;17;-62;-43;
-24;-1;-49;-190;-27;-229;-66;0;138;-18;
-38;-21;-131;-294;0;9;-36;-9;-439;-32;
-12;-64;-176;-61;-184;-65;122;-155;-81;13;
-42;-39;-40;0;-8;-146;-339;2;-158;-41;
-4;-23;-61;0;2;-112;-96;-7;33;7;
6;124;-103;-106;-118;55;-180;-261;4;120;
-126;409;-10;30;-118;-70;-102;219;-21;-91;
319;-131;2;-191;-130;79;-151;148;-22;-34;
-74;-33;-32;-25;50;-76;58;3;-156;-75;
36;-34;-70;-36;-133;55;-235;-27;-204;34;
148;32;-88;-82;-42;-81;-78;-116;-74;-58;
-48;10;-130;-58;-663;-182;-0;149;-386;18;
-21;-118;-86;-85;-32;-366;73;-3;-31;149;
-150;1;-281;-21;-6;2;262;-287;-286;107;
42;-3;-31;-50;-124;-18;-39;-22;-37;-8;
-17;53;-251;-50;-58;-493;-54;12;-157;13;
-77;86;-9;-735;428;-252;140;168;0;-78;
3;-168;-23;0;-27;245;-31;-18;246;-22;
-7;-41;3;-684;-50;359;6;-197;129;-195;
-71;-45;-212;-38;43;-39;102;-136;-50;-70;
-16;-40;-157;-325;-198;-41;-113;-15;-193;-204;
-74;-322;-79;-111;-12;-90;-5;-0;-157;-3;
-78;-48;-17;-85;59;124;-70;-8;-0;-96;
-12;-107;-142;-141;325;-367;-36;5;-62;-17;
-67;-159;7;-142;-6;-86;-63;5;87;-127;
-21;-78;-139;-138;-114;-19;116;2;41;-18;
60;-127;-387;-131;-12;112;56;52;67;-167;
197;16;-19;-20;-23;-37;-22;35;-40;-15;
-155;-81;-107;-69;19;-28;-139;20;-137;-13;
1;69;-62;-454;57;-277;-48;217;9;-204;
-214;1;-273;-272;19;-146;26;262;-95;67;
-46;-54;-82;-314;-287;-142;-1;474;95;172;
-122;132;11;-97;-113;17;-8;88;15;520;
-6;19;-17;-381;-60;29;14;-115;-29;-0;
-47;58;29;-79;488;32;130;-17;-8;-90;
-0;-8;-66;-106;-378;183;4;56;-6;-123;
-25;67;-70;-192;20;9;-12;-56;-0;143;
-18;-40;-20;-11;-112;-48;-27;-17;63;-182;
-10;-87;-47;24;-51;-300;21;-13;-0;25;
-31;591;-47;-359;-40;-42;55;-144;-178;-30;
48;-55;-252;-8;-33;-44;-38;-29;37;68;
86;-142;-51;-52;-143;-64;-0;-9;-156;-121;
-34;-41;-98;-167;-323;287;-42;-59;-4;-133;
77;32;1;-176;-32;-45;87;-57;-6;-114;
234;53;-222;-221;-17;-32;9;-27;-36;159;
25;-86;-194;-197;-143;-199;4;340;-4;23;
120;-206;-80;-462;-331;-175;60;168;-4;66;
184;65;-216;-214;182;92;-74;34;63;-70;
32;51;54;28;-4;-135;5;-6;-134;-97;
-16;-10;-17;-12;-109;-4;93;-102;-43;-9;
-19;-48;-274;-273;-20;-283;-10;-70;-160;98;
-123;-116;-99;-98;-121;12;5;173;-49;-54;
-22;-177;-125;-132;-92;-25;-50;130;-119;80;
41;-100;-80;-39;-221;-25;-76;-190;-293;42;
119;205;-68;-2;-114;202;-30;-8;-29;-67;
-351;-6;-418;-66;-0;22;-265;91;-124;-13;
-58;347;-10;-104;-6;-120;-39;61;-16;109;
-60;4;-63;-47;31;-126;75;76;-75;-46;
130;-70;-498;-7;-84;-16;-36;-22;4;-47;
-35;20;-106;-89;18;-47;-39;299;-88;56;
-90;-130;-101;13;-115;-114;14;115;-3;-30;
411;-389;-108;-6;-5;-107;-46;-31;-30;-122;
-52;-68;-170;6;17;27;-32;40;-12;-227;
108;99;-29;-191;-58;-7;-154;-293;-107;-24;
103;134;-455;-107;1;270;4;135;28;18;
160;20;-355;18;-104;-118;-31;-3;-17;59;
-129;-12;-188;-63;-154;-60;65;-27;-33;-19;
-32;80;-33;-20;230;-174;13;-73;81;16;
-49;-47;-92;-427;-129;-17;408;48;-128;-65;
-26;-31;-53;-41;-198;-29;100;-13;26;-20;
4;-146;-48;-0;-226;-31;19;168;-66;306;
48;-47;51;-22;-6;2;-46;140;52;-108;
-32;-4;-134;-68;-0;-74;26;40;-18;-6;
-69;-1;-251;-84;-37;-87;-48;-41;-73;-153;
-45;43;-106;-110;-27;-7;-19;-117;-116;-162;
-265;6;-368;-29;-24;-71;93;-77;-468;15;
-110;58;-58;-396;-3;-132;130;41;-320;-8;
-14;-114;-28;-74;-657;-73;33;29;282;23;
-162;-17;-219;-123;-1;-220;-55;4;-28;31;
-18;-22;-53;-17;-7;-49;-158;-85;21;-3;
-13;60;-58;-57;-88;-113;-90;43;-87;-102;
-82;167;-88;-162;-23;-148;-94;-75;-81;-53;
24;177;-220;-227;-51;-7;6;-83;-18;-45;
-68;-81;-33;-27;-122;-261;-110;-85;39;-32;
426;16;-41;-40;-250;-249;-63;-67;-26;93;
-10;20;-83;-24;-58;-12;460;-57;-5;295;
-28;89;-27;-112;-34;-6;-149;200;-47;-107;
149;-48;-120;-16;19;-27;97;-103;-26;20;
26;14;0;0;-41;-31;55;24;2;8;
-103;-109;-102;-0;32;-241;-16;189;-30;30;
-42;16;-226;-211;-227;-68;-5;-27;65;-124;
97;-90;-72;-71;-203;-96;35;-64;-27;325;
-33;-47;-34;-393;-142;-164;6;-46;4;-119;
-65;-18;-36;-5;-0;-51;-10;-46;-49;-29;
78;-33;-3;-20;522;-13;-63;120;-12;-19;
68;-50;-64;-233;-89;-2;-86;-1;-52;-51;
106;-417;-497;0;-77;22;183;-111;-568;96;
-466;-163;-121;-5;-220;2;-60;-59;-40;437;
112;-105;-113;-143;-29;178;-65;-67;58;181;
-35;-5;-88;-28;180;-29;-27;-2;-69;-78;
10;-91;-35;-120;-117;-275;-24;-0;-85;-66;
245;-145;-782;-48;-10;-144;-74;-199;-203;-8;
-275;435;-124;-128;-18;-303;83;-48;-4;-22;
-47;-22;-43;-301;-304;-300;-122;41;-1;52;
12;70;-130;52;-53;289;-5;-77;-97;-44;
-114;-121;-104;-103;303;-281;-35;29;-57;-63;
22;-20;-107;-36;109;375;276;-35;-8;-11;
0;-14;-35;0;-15;-92;-6;107;-18;-33;
-54;51;-101;-29;-153;-10;47;26;117;-256;
-24;-406;-21;22;252;-106;-30;446;-119;-127;
115;-6;-1;-26;-29;-27;4;345;10;47;
-32;56;-88;-87;-30;0;257;-44;-3;44;
-84;272;-21;-51;28;-131;-5;-88;-3;111;
-44;-48;-118;-26;-43;-17;-4;14;-16;-27;
126;-48;18;-114;-100;-423;-0;-57;-11;-35;
53;-66;-40;-35;64;-34;-56;-111;32;67;
-310;-2;-717;-153;2;-102;-44;8;9;-286;
-10;-28;-62;34;2;-244;-13;16;55;-110;
130;23;-101;-100;-26;18;308;-307;53;9;
-35;-160;-143;-142;-44;-33;-45;31;-50;-43;
-67;-179;-12;-4;-5;42;-40;-349;204;-137;
-100;-276;16;-52;70;-207;25;12;256;-29;
22;-152;-164;-165;-53;-39;-18;-10;-38;-3;
116;-39;30;-151;-42;77;-242;-24;-56;69;
-322;-336;-107;-176;-78;-132;29;11;9;-58;
197;83;-56;-330;70;-236;-59;-224;0;25;
0;-10;-37;-474;-117;-5;-9;10;-3;-36;
-132;-60;-781;-133;-19;68;-176;226;-83;155;
-138;-59;-159;-73;-315;-61;94;-31;-108;-32;
-7;-11;-34;-22;-145;-48;-19;82;-122;-0;
74;130;-2;-132;-73;-252;7;-72;19;-114;
35;-59;-458;-45;-243;-175;-67;27;85;25;
44;-27;-92;-60;-320;-313;-26;18;-22;-2;
-11;-27;-381;-16;-0;-35;-58;-10;-95;5;
23;-12;-114;-196;18;21;55;4;-161;-85;
-74;-146;-3;-32;-163;-141;74;75;-120;-66;
-6;4;-112;-117;-638;-64;-111;-70;-167;-65;
34;-103;32;-60;212;-16;-80;54;10;404;
227;-45;-121;-214;-297;-26;393;287;-106;-216;
-23;-603;-17;-51;43;-91;247;-64;-0;-21;
181;-20;-78;50;-29;51;84;79;-48;-49;
297;33;-7;-58;-109;34;208;-16;369;159;
-17;-283;-44;-106;-104;-21;101;-105;-139;163;
8;-0;-2;-278;15;54;-124;-164;-30;37;
10;36;-64;-162;-252;-101;-28;37;65;-5;
-180;-132;-55;-12;-36;-37;78;-29;1;-68;
25;-62;-28;-238;166;-296;-65;32;-21;146;
9;25;-19;-388;-69;-163;89;-195;19;-24;
52;-49;-25;-142;78;-24;-54;79;23;34;
72;34;-33;-32;0;-252;-23;2;-253;-24;
-24;-22;-147;-159;-5;-27;392;-31;-20;182;
-86;49;-72;-313;263;-43;-151;-22;5;-97;
-11;331;-116;-95;-17;36;197;-52;-10;-118;
-24;-74;-77;-190;-48;3;-169;-76;-125;28;
32;71;-96;-419;-169;69;-257;-68;59;-10;
76;-27;-272;-211;-2;-63;-69;-255;-70;-52;
85;-13;-287;-340;-22;-400;3;-328;30;-19;
-34;-10;-245;-33;-94;2;-68;49;-377;85;
-45;-23;-22;-107;-20;-185;-25;-17;42;-68;
-5;-308;-405;-69;-206;-114;-40;-12;-190;-14;
-160;-32;-256;-4;30;-100;-20;-27;-119;-95;
-86;63;-8;-161;-84;-83;58;12;-332;15;
-94;-100;-405;-105;-110;-8;-101;-109;-72;60;
-21;19;-90;-60;-82;111;-30;-19;-114;44;
-115;102;-154;-117;6;-40;-257;22;-44;0;
-102;-188;-27;-226;-15;-270;-31;4;6;-286;
-104;-39;-105;-69;-157;-34;82;-18;155;-536;
-22;-41;-11;-45;250;-28;-64;-42;-37;-6;
-100;-21;-85;-87;-4;-28;-16;9;47;280;
-66;-54;-196;-0;46;-55;-70;-24;-79;-67;
-65;24;0;-273;-30;4;64;-102;-6;26;
54;243;1;-269;144;8;-7;-330;-220;34;
16;-104;-37;-283;-8;-4;0;109;-59;52;
-212;-75;-32;-111;-17;-119;-18;-38;119;-3;
-26;104;-17;-22;-20;0;-70;95;-12;-181;
-10;-32;-246;-355;-5;-267;3;-62;-18;8;
-135;-64;-65;-54;-134;-10;-34;-52;-87;82;
29;-146;-67;-99;183;-176;1;-7;10;49;
-120;-32;-304;-357;-23;-46;-133;-0;-34;-4;
59;-15;-22;-65;190;57;-175;-26;-162;-36;
-168;-1;-95;-161;-186;70;-37;258;-87;-57;
-17;-13;-472;-43;-42;225;-14;-540;69;72;
-115;9;10;-98;40;-73;41;130;-11;-40;
-196;-75;-33;-4;-28;40;-22;-142;16;-104;
-104;-127;-50;-40;-20;186;-70;312;-49;-8;
-115;91;-1;-79;-258;-11;-44;-254;-29;55;
4;-32;-49;14;-46;-73;0;93;-74;-47;
46;27;-235;-234;-411;-12;16;-13;-3;72;
-7;207;-23;-78;-69;-328;-70;-46;-178;-28;
126;-65;-132;-488;-161;-40;193;-38;85;-156;
-36;-98;-41;-171;-925;-193;138;-47;309;-107;
-182;-32;-17;-11;-148;-149;-424;-21;-0;-178;
-54;-35;-61;-60;-137;-20;5;27;-41;25;
-257;-106;-112;-17;-4;-101;-329;-49;-83;-35;
-15;-58;-146;-60;-76;172;-66;12;218;-65;
5;-88;-166;-85;-32;-9;35;103;263;-28;
-10;16;-14;-68;-35;-13;-99;-11;-56;-31;
-183;-189;-154;-153;-71;-2;0;-242;17;-5;
-55;-39;-118;-117;-1;-223;56;2;-12;-122;
170;-63;-58;-97;-108;22;45;0;50;-2;
-110;-4;-193;-16;-346;-48;-136;-31;-5;137;
-102;31;-186;-47;-65;26;27;-15;53;-57;
-99;68;-203;105;7;108;190;-135;-7;30;
-112;-343;-27;-113;-196;-17;-9;-67;57;-16;
-108;-33;-260;-121;-287;-61;-34;-56;-63;-62;
-128;-378;-123;-75;-158;-77;194;20;-122;-225;
453;28;-59;-443;-14;-147;-37;11;-116;-18;
-206;-47;-4;-35;0;-68;-3;-53;-6;-22;
19;442;-50;-18;-38;-39;67;-9;-64;-277;
-36;-92;-108;-53;148;-54;64;0;121;-42;
3;-3;-161;-379;-9;15;1;-4;-160;-8;
26;86;-215;-8;-134;-185;-4;-3;-51;-18;
16;-17;-33;-39;-15;-388;-16;-320;-38;46;
22;-48;19;-9;-177;20;-10;274;-8;-34;
-83;-47;-15;-11;-0;69;191;-92;344;-14;
13;-43;-14;-54;-118;-508;-42;37;-64;50;
-17;13;-49;-58;62;-134;-32;-76;99;63;
38;70;-53;-5;71;-23;-26;-207;39;-61;
-5;43;-44;-322;-89;-211;-3;128;28;-40;
-46;41;-74;-56;-25;-75;-232;252;-21;-57;
-36;64;-88;-154;-109;-157;-35;-34;-33;241;
106;-113;-754;-317;-7;-454;79;77;-41;241;
-18;-92;-106;-465;-17;-64;-63;-1;-94;-133;
-328;-0;-14;-5;-16;108;-570;-148;-1;-39;
34;116;-158;-221;-26;-24;454;5;-0;2;
-107;-17;-22;-215;-2;-1;-18;-143;25;-45;
-21;-95;-308;-31;-100;-263;125;-107;-99;101;
-4;-2;-46;-202;-45;-37;153;-29;18;-1;
55;-58;-82;-81;14;100;-59;-5;-26;-61;
-294;34;-45;-138;167;46;-7;-109;-49;-77;
58;-66;-261;-150;-90;-100;-101;-113;84;-16;
-27;54;-106;0;-485;2;-10;31;-104;-76;
-41;100;-64;-78;-50;-34;-189;49;-184;-17;
-1;91;0;-2;267;-15;210;47;-5;-12;
-88;-160;-16;-20;-121;62;93;-0;77;-8;
-102;396;36;-78;17;-107;-137;-138;-10;18;
-75;167;-69;-62;-73;10;-80;71;-74;-3;
-78;8;-258;-181;-112;-242;-4;-41;250;93;
-18;51;-93;-27;-422;0;-220;24;-79;13;
-35;-274;-65;-23;205;-303;240;-7;-10;-6;
-166;-40;-8;-432;-25;-129;-39;-128;79;-3;
-23;2;-0;49;-111;-74;-76;-78;-49;-366;
-19;-71;-87;-232;272;-31;-9;137;-24;-191;
96;-19;-116;-40;-127;-4;128;-102;-42;-11;
116;-155;-33;-23;-119;-321;-232;-104;-157;-66;
111;90;-149;-142;-50;37;-182;5;52;-112;
4;309;-208;-51;-6;-7;-15;-0;-30;-28;
-25;-29;-59;-24;-99;-81;-3;309;-114;-9;
0;39;-35;-15;-74;37;42;-68;-22;84;
566;-156;-0;-33;-56;12;-11;-23;-32;-20;
-96;-170;-141;51;-27;-157;-134;-295;45;-159;
110;-89;-151;-54;63;25;-51;23;183;4;
-66;-112;-10;-55;-118;-65;13;-100;-76;46;
-10;-20;-118;-63;0;-177;-30;-42;-28;-5;
43;-128;-182;-127;-48;-44;-177;-79;0;-13;
-48;-18;-52;-91;-61;-90;281;133;-223;2;
-0;560;-67;-46;57;-98;64;-104;42;137;
69;32;-632;-99;-243;-1;-130;1;212;-127;
-8;-7;-99;-103;-164;0;-72;208;-14;52;
-39;-60;-59;-95;-81;-80;257;33;-138;54;
-8;-42;-147;-15;-31;-209;-43;-9;12;75;
-45;121;-71;-99;-140;1;-51;-40;-21;12;
30;-11;-195;-256;20;-49;-130;-53;78;-322;
15;-98;0;-120;-90;4;198;223;69;9;
-64;-22;-72;-57;-103;44;-23;-16;-32;41;
-91;-27;-138;-137;-120;-122;-15;-81;-82;-38;
-58;4;-57;-124;-190;96;84;-0;-23;-56;
-28;73;-27;69;-262;-26;105;83;66;67;
97;-137;-762;-56;-7;-8;-52;85;59;-217;
-67;-98;-3;-10;-13;-60;251;-2;7;-9;
-4;53;-329;-26;58;-199;-15;243;-77;-36;
-50;12;-157;-156;-158;-100;-326;-325;-34;-55;
-64;-40;-53;-83;513;417;-29;1;-63;10;
-128;-2;-67;-6;-59;-102;-18;41;-52;-26;
-107;-5;-4;21;-114;-59;22;-10;-58;-122;
123;128;-188;-85;-5;391;18;-19;-135;29;
-3;-43;-226;-335;-35;-38;-95;-2;-235;4;
-34;-17;-21;-189;-20;52;-85;-19;-158;-6;
-561;-40;-39;-6;-44;-5;112;-7;-10;133;
58;50;-333;-4;-3;83;-137;-54;-58;-2;
25;12;-117;-123;-104;-116;-17;-15;1;39;
-100;-15;-308;-88;-256;-16;-290;-101;18;14;
6;40;-62;-85;-410;-14;20;-88;132;-11;
-34;-161;-204;-15;-674;0;4;-46;-53;-31;
-28;9;-18;-196;304;18;-27;117;-34;77;
-29;-115;-109;-114;339;-20;23;-21;-35;33;
199;-179;-127;-131;-115;-49;-5;-64;193;-15;
-208;-219;-62;-75;-218;-86;-11;-42;72;-21;
-22;7;-229;-17;-63;179;147;-46;180;185;
150;30;-28;-100;-4;-19;-16;-74;-101;168;
-58;-5;-21;-239;-929;-49;-46;4;-84;77;
-31;5;-40;-17;3;-8;-33;-39;-123;-6;
8;-35;-26;-1;-59;-21;-103;-25;-101;-113;
10;13;-12;-42;-0;-172;-144;81;131;57;
-231;-43;-51;-87;-88;-110;-45;-53;-25;-68;
-45;-15;-292;-9;-112;-46;-0;8;-116;-44;
-34;158;-127;-155;67;-37;-24;-21;10;-0;
150;-38;-80;-236;-32;-31;-69;-62;-84;-232;
-73;-22;-0;-120;67;-138;189;337;-339;211;
7;12;-244;-535;-2;19;-108;61;265;-43;
3;60;-5;-70;-132;-76;-344;-276;5;-11;
-48;204;-37;-47;-49;-12;-17;-16;108;-0;
-60;-22;-134;-104;-98;7;198;-184;-11;35;
-33;49;-78;-59;153;-337;4;-56;100;-15;
28;-37;-101;0;-12;120;166;-28;56;-67;
4;-34;-94;-71;-61;12;21;-84;-308;-28;
-54;38;-964;-4;-87;-57;78;-71;188;109;
415;-0;-57;-18;-67;-74;-252;-253;42;94;
-15;-267;-11;-91;-47;-16;-52;-18;-42;49;
-130;-141;-117;-116;-129;-51;-187;-2;-72;-185;
495;-108;-133;-201;-44;38;-39;-110;15;30;
-122;84;-82;-86;-94;-114;99;-98;12;122;
118;-8;-83;-6;-10;-100;-68;332;-0;-79;
48;-81;-149;0;131;-44;-43;-121;-24;9;
46;-153;-157;-299;-161;-1;-259;-83;-74;-14;
-187;26;-286;-119;39;-288;86;-204;-366;-65;
-75;-30;-10;-224;-29;-58;-28;-101;-25;27;
24;10;-2;-70;-187;-7;74;59;-49;64;
-1;-45;-17;-57;-64;-130;-47;-0;-95;-92;
368;-62;-32;-3;25;-66;-4;-9;-76;26;
-170;-16;-46;-50;-49;721;83;187;-192;5;
-79;8;-48;-61;-47;444;4;-83;10;-54;
-185;-33;-178;-154;-32;-92;132;255;-81;-96;
-35;-33;-34;-106;-48;-6;-36;158;-47;-50;
-36;-8;-20;1;-108;-446;104;109;60;-74;
-223;74;-188;-229;41;-187;50;14;30;-159;
-139;-11;-131;-5;4;-41;-26;61;25;-8;
-39;-41;-97;-371;-393;-102;-22;-0;32;-43;
-86;-120;-73;-122;-602;-5;-31;-24;-128;-4;
127;4;-8;-58;362;-90;-20;-225;240;63;
-0;94;-21;-274;-22;-44;-6;-23;-35;-10;
-125;-71;-143;-546;-112;11;-8;-28;-26;-130;
68;-70;-59;-61;1;252;-60;-474;-96;2;
308;21;-153;-12;-182;-23;-22;140;-249;-73;
0;-18;-127;-126;-237;-0;-7;-1;-280;-46;
-220;216;-134;0;-127;-330;1;187;-98;51;
28;-25;-43;-166;-318;-138;-10;-20;150;-45;
-1;-145;-117;-5;-52;-147;-7;67;-136;-74;
70;65;-45;-73;28;16;68;29;-11;-78;
-102;-482;-67;-30;-255;25;64;-267;-19;79;
-54;-76;-19;-77;-63;-296;33;131;-6;10;
-53;221;-1;-205;-98;-43;-110;-109;-344;-72;
-117;40;-217;-422;-67;-10;30;-46;-8;-70;
-53;454;-96;24;-241;-231;-52;81;-19;84;
-131;-115;-4;18;89;-63;315;-55;-56;121;
-251;-38;-22;-10;-102;159;-36;-86;-37;102;
-1;199;-378;-74;138;-214;39;127;15;-91;
106;-44;-36;-35;-32;-43;49;63;916;4;
-95;66;-247;-327;-3;-15;71;-5;-1;93;
93;-0;-117;-116;-180;337;-49;-101;-69;-17;
125;-32;-126;-68;-78;-44;-77;121;-270;36;
-105;42;-4;-19;-141;-32;-9;38;-77;-22;
5;-14;-46;-1;-127;96;-54;-50;-128;3;
-118;77;-165;-40;-37;4;-36;-29;27;-24;
-38;22;-158;-71;-213;-41;165;222;-40;-16;
-310;-52;-324;-103;-59;-84;-37;26;96;68;
0;-49;-185;-21;-43;-53;60;4;-74;-54;
-0;-81;-231;-12;-236;-126;-34;-9;-199;-121;
-43;-130;-421;-129;164;15;165;3;-9;-175;
62;71;-49;-39;23;-69;-72;257;3;24;
-17;-85;-93;-101;-84;-15;47;-130;-92;86;
-12;-114;-266;-29;3;-54;-51;-157;-7;204;
-214;57;37;-209;-182;1;-8;-159;-150;-88;
-87;147;-224;-70;-150;4;-126;-192;-578;72;
20;-24;-19;-830;-78;-44;-21;100;42;-124;
41;111;-423;-153;18;7;-25;-28;137;199;
6;71;-169;-187;-59;-86;36;165;9;-42;
22;63;-19;-3;-285;59;102;143;-117;-36;
522;51;-0;-138;0;-3;-66;-82;-33;-91;
467;-2;-225;-104;-46;50;-6;285;55;-105;
-175;-94;-55;-13;-46;0;-40;-5;-50;-15;
-50;-59;-69;-49;-112;-26;-264;16;-119;-27;
-92;-19;-63;-74;-62;27;-94;78;-77;35;
-0;96;-16;-98;-230;-228;-11;-48;49;4;
63;146;-76;-46;-104;12;13;-75;-108;-72;
21;-40;-41;-255;-118;-57;1;-206;322;-344;
1;-6;-49;-178;-121;-189;12;-1;47;-5;
-36;-74;-35;-63;156;9;154;-115;-18;-15;
-138;-113;-131;-130;-116;-41;2;-13;-25;37;
-5;-2;-22;-153;304;-36;-32;-12;-119;-117;
350;-93;-148;-149;48;-75;-52;234;-6;-72;
-22;-2;-35;-34;13;-33;-15;-194;40;-93;
208;-51;-11;-166;-241;-167;-32;95;-73;153;
-30;286;-180;-179;-55;-74;223;-11;-10;-7;
-26;-24;-67;-18;-17;-53;-113;-30;-58;4;
-409;-158;-134;-136;-219;-157;-74;117;281;-73;
-7;16;-51;-149;29;-31;-97;421;-30;90;
-12;-117;-464;-36;-994;-278;-151;-76;-208;23;
40;-14;-60;-182;-48;-56;-76;-133;-81;-50;
-202;30;-69;-10;-1;-194;-114;-12;-4;-56;
-9;72;-295;-141;-18;-181;-191;-8;-100;174;
109;-25;2;-92;-2;-340;-1;75;31;-146;
33;-65;-127;-18;-71;-7;-128;-40;-10;-27;
-33;-45;-25;-401;237;-31;-215;-189;-34;122;
85;11;-79;-499;-57;-32;-90;-19;5;20;
-93;-97;-30;-201;-23;20;240;-69;-96;-90;
-5;47;-127;-25;-32;-33;-49;-4;-48;196;
-9;-64;-242;-81;75;-45;-79;-13;67;-14;
49;50;-27;-175;500;-46;270;-26;-41;168;
217;43;15;-67;-43;-41;25;-34;-35;16;
-18;-103;4;-1;-42;-119;-52;133;-86;-64;
69;-17;-64;-293;-37;60;-38;-141;-75;76;
-5;26;-29;-260;-99;-57;-114;-113;-0;-18;
-7;25;50;-54;-153;419;-248;-247;51;-22;
-24;-217;-140;-1;-0;-9;-17;76;61;-67;
25;29;-316;-37;-4;-317;-178;3;4;27;
23;35;-711;-118;-204;-0;-32;1;109;-19;
-68;41;-75;-412;-60;-47;-12;79;77;-46;
43;-69;-224;-223;-25;67;-89;-8;-68;-95;
59;-417;-0;-3;56;-206;188;-204;-117;22;
176;-460;-154;-42;-127;-196;307;109;-111;-39;
277;-64;-232;-94;-137;-60;-9;-6;85;205;
-80;-62;-53;-107;142;-38;-173;-179;-8;-78;
-124;121;-506;-90;-46;-16;-255;-568;-106;29;
-12;-32;-132;-173;-30;72;-88;-119;-57;-31;
-8;-32;-14;2;23;-85;-195;-105;96;-26;
320;-97;-246;-4;-92;-16;38;-91;-1;-3;
-103;65;-254;-42;-213;-298;97;-1;59;2;
-65;-41;-313;-130;188;-161;-160;-59;-124;36;
374;90;-20;-24;-25;17;-28;86;-130;126;
-7;-131;-59;-47;73;-181;4;-4;53;-165;
-8;9;-90;-164;84;-91;-24;-48;-61;-165;
-238;88;-205;-204;-59;-30;-38;-12;34;0;
25;-172;-133;0;-7;253;254;61;-0;-15;
29;-15;-24;-71;-14;-286;98;37;-95;-34;
52;355;21;-260;1;-181;53;-89;-20;19;
-251;-236;-3;-194;37;-134;-38;-107;-18;-14;
14;7;-5;-4;-8;-114;-86;80;81;8;
113;15;-99;-191;13;34;-219;-218;-5;-8;
-105;4;-26;-34;-3;24;-58;16;-7;-214;
30;-12;-21;-72;-232;-1;-0;-9;-45;171;
